,ContainerName,ContainerId,Containers,Well Index,Name,Aliquot ID,Volume,2X-Phusion-Hot-Start-Flex-Master-Mix:MasterMix,2X-Phusion-Hot-Start-Flex-Master-Mix:Volume,2X-Phusion-Hot-Start-Flex-Master-Mix:Kind,UWisc-GoldenGate-Primer-Mix:PrimerMix,GoldenGate-Forward-Primer:Primer,GoldenGate-Forward-Primer:Kind,GoldenGate-Reverse-Primer:Primer,GoldenGate-Reverse-Primer:Kind,source,destination,EVA-Green:DNADye,EVA-Green:Volume,EVA-Green:Kind,PCR-H2O:Water,PCR-H2O:Volume,PCR-H2O:Kind,DataName,DataType,DataOperation,DataAnalysisTool,Datasets,Refname,Well,Fluorescence,Container ID,Aliquot Name,Aliquot Volume (ul),GAIN,Dataid,Datawarp_id,Datacreated_at,Datadata_type,Datainstruction_id,Datametadata,Dataattachments,Datatitle,Datadeleted_at,Datarun_id,Datauploaded_by,Dataanalysis_tool,Dataanalysis_tool_version,Datais_analysis,DataTimepoint,read_num,excitation_nm,emission_nm
0,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),0,PCRAmplificationCheckReaction,aq1gq3ynvhp8n7b,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:0,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A1,37816.72166390936,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
1,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),1,PCRAmplificationCheckReaction,aq1gq3ynvhqcubc,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:1,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A2,41084.31818219024,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
2,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),2,PCRAmplificationCheckReaction,aq1gq3ynvhqcubf,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:2,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A3,41739.31743272572,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
3,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),3,PCRAmplificationCheckReaction,aq1gq3ynvhrh2fd,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:3,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A4,40325.348904170336,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
4,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),4,PCRAmplificationCheckReaction,aq1gq3ynvhrh2fg,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:4,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A5,44626.31628217986,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
5,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),5,PCRAmplificationCheckReaction,aq1gq3ynvhsn8ke,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:5,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A6,40631.76101386263,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
6,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),6,PCRAmplificationCheckReaction,aq1gq3ynvhsn8kh,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:6,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A7,40079.03451051905,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
7,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),7,PCRAmplificationCheckReaction,aq1gq3ynvhtseqg,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:7,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A8,4057.8002943092247,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
8,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),8,PCRAmplificationCheckReaction,aq1gq3ynvhtseqk,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:8,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A9,42058.86395528999,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
9,ct1gq3ea3jx254a-EVA-Green-Plate,ct1gq3u4ca5xpy5,Container(ct1gq3ea3jx254a-EVA-Green-Plate),9,PCRAmplificationCheckReaction,aq1gq3ynvhuwmuh,100.0,,,,,,,,,ct1gq3ea3jx254a-Diluted-PCR-Plate:9,,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gq3ea3jx254a-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15176910>,ct1gq3ea3jx254a-EVA-Green-Plate,A10,41676.58659709912,ct1gq3u4ca5xpy5,PCRAmplificationCheckReaction,100.0,0.2862745098039215,d13uwdp5g7u7ag,w13uwdd5upgh2e,2022-02-10T16:42:31.901-08:00,platereader,i1gq3u4c8b6tfh,{},[],,,,,,,False,2022-02-10T16:42:31.974-08:00,-1,485,485
