,ContainerName,ContainerId,Containers,Well Index,Name,Aliquot ID,Volume,EVA-Green:DNADye,EVA-Green:Volume,EVA-Green:Kind,PCR-H2O:Water,PCR-H2O:Volume,PCR-H2O:Kind,source,2X-Phusion-Hot-Start-Flex-Master-Mix:MasterMix,2X-Phusion-Hot-Start-Flex-Master-Mix:Volume,2X-Phusion-Hot-Start-Flex-Master-Mix:Kind,UWisc-GoldenGate-Primer-Mix:PrimerMix,GoldenGate-Forward-Primer:Primer,GoldenGate-Forward-Primer:Kind,GoldenGate-Reverse-Primer:Primer,GoldenGate-Reverse-Primer:Kind,destination,DataName,DataType,DataOperation,DataAnalysisTool,Datasets,Refname,Well,Fluorescence,Container ID,Aliquot Name,Aliquot Volume (ul),GAIN,Dataid,Datawarp_id,Datacreated_at,Datadata_type,Datainstruction_id,Dataattachments,Datatitle,Datadeleted_at,Datadeletion_requested,Datarun_id,Datauploaded_by,Dataanalysis_tool,Dataanalysis_tool_version,Datais_analysis,DataTimepoint,read_num,excitation_nm,emission_nm
0,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),0,PCRAmplificationCheckReaction,aq1gz8cu74pmuy6,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:0,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A1,34051.82432105209,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
1,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),1,PCRAmplificationCheckReaction,aq1gz8cu74pmuy9,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:1,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A2,33252.37213681187,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
2,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),2,PCRAmplificationCheckReaction,aq1gz8cu74qs349,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:2,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A3,42213.32332939064,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
3,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),3,PCRAmplificationCheckReaction,aq1gz8cu74qs34c,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:3,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A4,34138.78866136303,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
4,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),4,PCRAmplificationCheckReaction,aq1gz8cu74rw98a,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:4,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A5,33192.32868221276,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
5,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),5,PCRAmplificationCheckReaction,aq1gz8cu74t2fc9,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:5,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A6,38590.572919499864,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
6,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),6,PCRAmplificationCheckReaction,aq1gz8cu74t2fcc,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:6,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A7,37559.946812499176,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
7,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),7,PCRAmplificationCheckReaction,aq1gz8cu74u6nga,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:7,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A8,37120.455907644035,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
8,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),8,PCRAmplificationCheckReaction,aq1gz8cu74u6ngd,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:8,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A9,36915.9138793804,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
9,ct1gz5p9e6hz77f-EVA-Green-Plate,ct1gz62avq5thda,Container(ct1gz5p9e6hz77f-EVA-Green-Plate),9,PCRAmplificationCheckReaction,aq1gz8cu74vaumb,100.0,rs1f47u55gz8sc2,10:microliter,Reagent,rs1esgu7zf2ztkq,40:microliter,Reagent,ct1gz5p9e6hz77f-Diluted-PCR-Plate:9,,,,,,,,,,ct1gz5p9e6hz77f-EVA-Green-Plate_ex485:nanometer:em535:nanometer,platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16253460>,ct1gz5p9e6hz77f-EVA-Green-Plate,A10,35812.583611222806,ct1gz62avq5thda,PCRAmplificationCheckReaction,100.0,0.2823529411764706,d13w2trehk8hq4,w13w2tj3mubz4b,2022-05-04T10:29:25.303-07:00,platereader,i1gz62avnv3ku6,[],,,False,,,,,False,2022-05-04T10:29:25.395-07:00,-1,485,485
